#Time frame = 0.0 ps; Number of reference = 113000 atoms; Number of chains = 235
#Atomic index    1.5*max_eigval    Number of unit vectors
63718     0.419     56
63719     0.424     57
63720     0.396     59
63721     0.308     60
63722     0.212     62
63723     0.176     60
63724     0.173     58
63725     0.141     60
63726     0.160     60
63727     0.134     57
63728     0.113     53
63729     0.126     60
63730     0.163     63
63731     0.148     60
63732     0.096     57
63733     0.147     56
63734     0.172     53
63735     0.227     54
63736     0.220     60
63737     0.202     58
63738     0.192     62
63739     0.201     59
63740     0.195     58
63741     0.220     60
63742     0.246     57
63743     0.202     63
63744     0.221     61
63745     0.196     61
63746     0.182     59
63747     0.171     62
63748     0.135     61
63749     0.098     62
63750     0.099     60
63751     0.131     63
63752     0.169     58
63753     0.168     56
63754     0.140     60
63755     0.200     62
63756     0.223     58
63757     0.237     60
63758     0.160     57
63759     0.179     59
63760     0.161     54
63761     0.170     59
63762     0.128     54
63763     0.085     50
63764     0.091     54
63765     0.112     48
63766     0.106     49
63767     0.100     50
63768     0.052     58
63769     0.062     57
63770     0.074     57
63771     0.108     52
63772     0.115     55
63773     0.077     56
63774     0.135     55
63775     0.111     57
63776     0.168     57
63777     0.167     59
63778     0.201     53
63779     0.187     53
63780     0.167     54
63781     0.119     56
63782     0.104     57
63783     0.049     57
63784     0.032     60
63785     0.037     62
63786     0.062     56
63787     0.052     55
63788     0.119     54
63789     0.085     56
63790     0.122     56
63791     0.114     55
63792     0.153     54
63793     0.142     52
63794     0.173     56
63795     0.182     61
63796     0.177     57
63797     0.154     55
63798     0.134     57
63799     0.087     61
63800     0.100     59
63801     0.108     55
63802     0.126     56
63803     0.136     62
63804     0.130     62
63805     0.098     59
63806     0.063     58
63807     0.064     57
63808     0.094     58
63809     0.122     51
63810     0.089     47
63811     0.107     54
63812     0.087     50
63813     0.102     51
63814     0.141     54
63815     0.127     54
63816     0.119     52
63817     0.174     52
63818     0.138     48
63819     0.078     48
63820     0.128     46
63821     0.165     42
63822     0.127     44
63823     0.138     36
63824     0.088     46
63825     0.088     48
63826     0.067     48
63827     0.070     51
63828     0.079     49
63829     0.097     51
63830     0.156     53
63831     0.178     51
63832     0.196     55
63833     0.195     53
63834     0.145     51
63835     0.217     42
63836     0.153     49
63837     0.116     44
63838     0.164     42
63839     0.139     45
63840     0.144     44
63841     0.127     50
63842     0.124     50
63843     0.194     50
63844     0.214     50
63845     0.158     46
63846     0.195     47
63847     0.201     45
63848     0.198     49
63849     0.189     48
63850     0.189     53
63851     0.154     53
63852     0.170     60
63853     0.167     58
63854     0.204     59
63855     0.121     62
63856     0.154     64
63857     0.130     63
63858     0.127     63
63859     0.144     67
63860     0.161     64
63861     0.162     61
63862     0.142     66
63863     0.138     63
63864     0.135     65
63865     0.118     59
63866     0.136     60
63867     0.105     59
63868     0.176     59
63869     0.167     54
63870     0.196     56
63871     0.124     58
63872     0.162     58
63873     0.191     55
63874     0.201     56
63875     0.249     54
63876     0.198     57
63877     0.166     62
63878     0.166     59
63879     0.207     56
63880     0.180     51
63881     0.151     54
63882     0.116     56
63883     0.117     52
63884     0.128     53
63885     0.200     49
63886     0.220     47
63887     0.243     48
63888     0.207     49
63889     0.154     47
63890     0.175     46
63891     0.150     48
63892     0.201     48
63893     0.101     40
63894     0.167     46
63895     0.113     51
63896     0.153     46
63897     0.166     52
63898     0.121     55
63899     0.192     57
63900     0.148     57
63901     0.156     48
63902     0.214     51
63903     0.178     50
63904     0.148     51
63905     0.166     57
63906     0.152     53
63907     0.186     51
63908     0.186     47
63909     0.224     45
63910     0.206     44
63911     0.113     47
63912     0.138     49
63913     0.109     48
63914     0.165     42
63915     0.123     44
63916     0.115     41
63917     0.109     48
63918     0.100     49
63919     0.072     46
63920     0.129     46
63921     0.098     51
63922     0.099     53
63923     0.064     53
63924     0.102     52
63925     0.084     53
63926     0.089     52
63927     0.069     53
63928     0.088     52
63929     0.121     56
63930     0.130     52
63931     0.156     54
63932     0.141     57
63933     0.178     59
63934     0.192     55
63935     0.234     61
63936     0.223     56
63937     0.178     58
63938     0.200     61
63939     0.119     60
63940     0.161     61
63941     0.259     56
63942     0.230     62
63943     0.177     62
63944     0.178     61
63945     0.164     58
63946     0.202     67
63947     0.206     66
63948     0.140     66
63949     0.197     62
63950     0.185     63
63951     0.188     67
63952     0.268     56
63953     0.249     57
63954     0.282     49
63955     0.170     52
63956     0.205     51
63957     0.162     56
63958     0.135     53
63959     0.130     59
63960     0.155     58
63961     0.154     55
63962     0.140     52
63963     0.116     50
63964     0.109     51
63965     0.160     48
63966     0.282     47
63967     0.214     47
63968     0.160     49
63969     0.097     53
63970     0.084     49
63971     0.129     46
63972     0.089     55
63973     0.091     55
63974     0.073     53
63975     0.100     54
63976     0.087     62
63977     0.080     55
63978     0.121     52
63979     0.153     54
63980     0.162     55
63981     0.134     57
63982     0.137     57
63983     0.150     57
63984     0.093     56
63985     0.136     60
63986     0.150     58
63987     0.170     59
63988     0.184     61
63989     0.205     63
63990     0.175     62
63991     0.178     65
63992     0.195     62
63993     0.189     64
63994     0.206     55
63995     0.227     59
63996     0.164     63
63997     0.163     64
63998     0.151     60
63999     0.126     57
64000     0.120     58
64001     0.115     63
64002     0.128     58
64003     0.113     58
64004     0.120     54
64005     0.116     54
64006     0.135     48
64007     0.101     53
64008     0.125     48
64009     0.099     47
64010     0.080     45
64011     0.121     41
64012     0.139     42
64013     0.140     42
64014     0.082     48
64015     0.086     49
64016     0.066     54
64017     0.139     53
64018     0.146     50
64019     0.132     58
64020     0.151     53
64021     0.168     51
64022     0.147     52
64023     0.135     47
64024     0.139     54
64025     0.068     52
64026     0.076     50
64027     0.098     50
64028     0.084     48
64029     0.108     52
64030     0.107     47
64031     0.137     50
64032     0.169     52
64033     0.147     58
64034     0.117     55
64035     0.137     50
64036     0.143     54
64037     0.149     55
64038     0.118     60
64039     0.065     59
64040     0.083     57
64041     0.118     56
64042     0.168     56
64043     0.202     53
64044     0.181     55
64045     0.118     52
64046     0.173     53
64047     0.169     56
64048     0.190     52
64049     0.148     58
64050     0.130     52
64051     0.151     51
64052     0.078     48
64053     0.175     49
64054     0.130     51
64055     0.136     50
64056     0.096     55
64057     0.088     50
64058     0.093     54
64059     0.107     51
64060     0.109     54
64061     0.075     50
64062     0.090     49
64063     0.055     47
64064     0.063     50
64065     0.047     47
64066     0.058     43
64067     0.079     40
64068     0.074     41
64069     0.106     46
64070     0.148     48
64071     0.126     55
64072     0.100     52
64073     0.148     48
64074     0.156     50
64075     0.140     54
64076     0.166     55
64077     0.212     55
64078     0.256     58
64079     0.208     57
64080     0.201     60
64081     0.202     60
64082     0.216     61
64083     0.197     58
64084     0.221     58
64085     0.232     61
64086     0.236     58
64087     0.280     58
64088     0.263     59
64089     0.253     60
64090     0.269     62
64091     0.226     61
64092     0.194     58
64093     0.146     61
64094     0.101     57
64095     0.121     59
64096     0.107     57
64097     0.128     57
64098     0.130     56
64099     0.095     54
64100     0.143     52
64101     0.124     49
64102     0.164     52
64103     0.192     50
64104     0.166     55
64105     0.165     54
64106     0.190     49
64107     0.195     51
64108     0.186     52
64109     0.222     49
64110     0.225     53
64111     0.162     58
64112     0.149     57
64113     0.161     58
64114     0.148     57
64115     0.127     60
64116     0.126     55
64117     0.190     55
64118     0.192     56
64119     0.239     60
64120     0.212     55
64121     0.147     60
64122     0.128     61
64123     0.122     65
64124     0.172     61
64125     0.188     59
64126     0.191     56
